"test data" "1 tBodyAcc-mean()-X" "121 tBodyGyro-mean()-X" "122 tBodyGyro-mean()-Y" "123 tBodyGyro-mean()-Z" "124 tBodyGyro-std()-X" "125 tBodyGyro-std()-Y" "126 tBodyGyro-std()-Z" "161 tBodyGyroJerk-mean()-X" "162 tBodyGyroJerk-mean()-Y" "163 tBodyGyroJerk-mean()-Z" "164 tBodyGyroJerk-std()-X" "165 tBodyGyroJerk-std()-Y" "166 tBodyGyroJerk-std()-Z" "2 tBodyAcc-mean()-Y" "201 tBodyAccMag-mean()" "202 tBodyAccMag-std()" "214 tGravityAccMag-mean()" "215 tGravityAccMag-std()" "227 tBodyAccJerkMag-mean()" "228 tBodyAccJerkMag-std()" "240 tBodyGyroMag-mean()" "241 tBodyGyroMag-std()" "253 tBodyGyroJerkMag-mean()" "254 tBodyGyroJerkMag-std()" "266 fBodyAcc-mean()-X" "267 fBodyAcc-mean()-Y" "268 fBodyAcc-mean()-Z" "269 fBodyAcc-std()-X" "270 fBodyAcc-std()-Y" "271 fBodyAcc-std()-Z" "294 fBodyAcc-meanFreq()-X" "295 fBodyAcc-meanFreq()-Y" "296 fBodyAcc-meanFreq()-Z" "3 tBodyAcc-mean()-Z" "345 fBodyAccJerk-mean()-X" "346 fBodyAccJerk-mean()-Y" "347 fBodyAccJerk-mean()-Z" "348 fBodyAccJerk-std()-X" "349 fBodyAccJerk-std()-Y" "350 fBodyAccJerk-std()-Z" "373 fBodyAccJerk-meanFreq()-X" "374 fBodyAccJerk-meanFreq()-Y" "375 fBodyAccJerk-meanFreq()-Z" "4 tBodyAcc-std()-X" "41 tGravityAcc-mean()-X" "42 tGravityAcc-mean()-Y" "424 fBodyGyro-mean()-X" "425 fBodyGyro-mean()-Y" "426 fBodyGyro-mean()-Z" "427 fBodyGyro-std()-X" "428 fBodyGyro-std()-Y" "429 fBodyGyro-std()-Z" "43 tGravityAcc-mean()-Z" "44 tGravityAcc-std()-X" "45 tGravityAcc-std()-Y" "452 fBodyGyro-meanFreq()-X" "453 fBodyGyro-meanFreq()-Y" "454 fBodyGyro-meanFreq()-Z" "46 tGravityAcc-std()-Z" "5 tBodyAcc-std()-Y" "503 fBodyAccMag-mean()" "504 fBodyAccMag-std()" "513 fBodyAccMag-meanFreq()" "516 fBodyBodyAccJerkMag-mean()" "517 fBodyBodyAccJerkMag-std()" "526 fBodyBodyAccJerkMag-meanFreq()" "529 fBodyBodyGyroMag-mean()" "530 fBodyBodyGyroMag-std()" "539 fBodyBodyGyroMag-meanFreq()" "542 fBodyBodyGyroJerkMag-mean()" "543 fBodyBodyGyroJerkMag-std()" "552 fBodyBodyGyroJerkMag-meanFreq()" "555 angle(tBodyAccMean,gravity)" "556 angle(tBodyAccJerkMean),gravityMean)" "557 angle(tBodyGyroMean,gravityMean)" "558 angle(tBodyGyroJerkMean,gravityMean)" "559 angle(X,gravityMean)" "560 angle(Y,gravityMean)" "561 angle(Z,gravityMean)" "6 tBodyAcc-std()-Z" "81 tBodyAccJerk-mean()-X" "82 tBodyAccJerk-mean()-Y" "83 tBodyAccJerk-mean()-Z" "84 tBodyAccJerk-std()-X" "85 tBodyAccJerk-std()-Y" "86 tBodyAccJerk-std()-Z"
"Subject 26 averages->" -0.432880374728804 -0.42533411241977 -0.418403646093878 -0.422008864218622 -0.420593724280867 -0.431916455496684 -0.421462535930995 -0.431447718892857 -0.435567461218291 -0.419229755987296 -0.423399981472781 -0.43306864695 -0.43116788740036 -0.419869685159872 -0.417988950241327 -0.432581499107781 -0.429930144893571 -0.421460692855357 -0.415568643572194 -0.415253984333673 -0.417287339037679 -0.424987455254847 -0.431195381588367 -0.438329138968163 -0.422509109841327 -0.420632735331122 -0.422220441023214 -0.420497189282908 -0.41419024168648 -0.421550436135686 -0.41923171962227 -0.410626399169235 -0.419323264055867 -0.42745768288699 -0.408405800434184 -0.418684187224235 -0.430953060692041 -0.432264020222449 -0.430463571316709 -0.43216594007602 -0.433668014374872 -0.430094264930612 -0.434749440656964 -0.429578636623949 -0.417501228449745 -0.430850611045408 -0.439781270743546 -0.426333178065179 -0.425093723460842 -0.429170133053827 -0.438614883499821 -0.440296579810026 -0.438747906006378 -0.435215812383163 -0.432605345673291 -0.432819197587041 -0.423959681424337 -0.435043972148214 -0.43276973764949 -0.429552247849796 -0.432890564127296 -0.422448582624398 -0.428520934504362 -0.424586146881888 -0.409048029458367 -0.422385836120712 -0.432287534013554 -0.433469560015051 -0.43574364803563 -0.421588063553775 -0.426741671563265 -0.43046143672148 -0.445630555825638 -0.437088390117347 -0.423446255984311 -0.425618402565306 -0.441155357736735 -0.423136381490819 -0.435565750631122 -0.42137828518551 -0.4308228477125 -0.424414637603316 -0.435099197902551 -0.424569147774745 -0.430889263266582 -0.419344445401505
"Subject 27 averages->" -0.449647329401862 -0.437538679723803 -0.443191807204973 -0.42751800611383 -0.43793859375859 -0.448471481283803 -0.43197846947234 -0.433045222280053 -0.435908100996535 -0.416274276268644 -0.416724703088564 -0.429422991939282 -0.430886732183005 -0.444780792136968 -0.425007318359149 -0.431736968894335 -0.441997892405585 -0.423033971276995 -0.437677832598138 -0.441586471166223 -0.434101417200226 -0.435893936137633 -0.437217291891489 -0.427997608081117 -0.427695837319362 -0.421684609153989 -0.443903993906168 -0.436991939249574 -0.433827976225984 -0.425026090834574 -0.433940342383431 -0.422882334393351 -0.421771873853723 -0.429561315883511 -0.433819201821277 -0.436174468818085 -0.432811041646543 -0.422412357791303 -0.436485291886436 -0.422022777846383 -0.416232798980851 -0.423617135699016 -0.427818811850851 -0.432796967195745 -0.429555515853989 -0.438552832792021 -0.420659027542287 -0.426450563893564 -0.440928210203192 -0.43409321580984 -0.418739332903231 -0.435205516047872 -0.438831915680851 -0.429728060372872 -0.440566653493431 -0.427916238163511 -0.427596193292021 -0.428014678937766 -0.443187026336968 -0.448860214354521 -0.410690679420213 -0.416910548174202 -0.419536195314628 -0.43049190679391 -0.425803397644681 -0.429321891576809 -0.426301646425266 -0.420416710337713 -0.438208523624043 -0.448762025641223 -0.430805144138114 -0.443380150412367 -0.455312728926772 -0.439962657770745 -0.439243341795213 -0.44724860681117 -0.427304174897181 -0.424463400400878 -0.444763673900532 -0.440312538078992 -0.434253229019309 -0.43816161882641 -0.439079582849362 -0.428956381328191 -0.429498250519681 -0.430141741778484
"Subject 28 averages->" -0.43979004456466 -0.433715621677749 -0.411478620010288 -0.420877821178743 -0.441733744897304 -0.419593860714136 -0.425229975615785 -0.430669463191597 -0.428075468028822 -0.430467529663874 -0.441204941733429 -0.430085081265969 -0.435836664578455 -0.435289797918325 -0.435130039331152 -0.42861349453089 -0.438296043278272 -0.427631747276178 -0.426807250903927 -0.430364726576963 -0.423798990787696 -0.427644915579319 -0.424265068849058 -0.417402040394869 -0.428664591455236 -0.422121945524084 -0.434971356984031 -0.458233622950524 -0.427394169976963 -0.430534877785916 -0.431938362719633 -0.43895665074267 -0.451437855610995 -0.428084088864791 -0.442789131675654 -0.437616761041597 -0.434970975955759 -0.451606539110785 -0.455704564829636 -0.434897830244241 -0.43583628428 -0.439966529981152 -0.441946316015524 -0.440017215451332 -0.435916346143979 -0.435543176256126 -0.446415829883508 -0.455219237850785 -0.438383147872775 -0.426081075174241 -0.438203142208665 -0.440300192895288 -0.435456402069895 -0.432791229352356 -0.42039177404555 -0.437659448304529 -0.446097175678796 -0.430875551101047 -0.422943259890314 -0.430661029087435 -0.433840061100068 -0.452385683151832 -0.450679133697382 -0.439367980649215 -0.440764330590052 -0.425315014655393 -0.437441819000262 -0.429110606064398 -0.420815880441126 -0.436068865498194 -0.43112104044445 -0.438560423378796 -0.434924531216754 -0.428715653467592 -0.446743030968325 -0.449781889976597 -0.441265522279188 -0.443732795525288 -0.447260680829843 -0.430205424930367 -0.423527942029424 -0.434061623012801 -0.43997360493555 -0.42421044814733 -0.416630754952801 -0.42204797377644
"Subject 29 averages->" -0.39200296096782 -0.398210353577035 -0.391584474192442 -0.403915562367151 -0.404713284217442 -0.409661611650581 -0.399824351379651 -0.392717167750898 -0.39810975608064 -0.387446344176744 -0.410313466266308 -0.419956757906686 -0.398657098582849 -0.396450347334651 -0.426820314052122 -0.427269408870988 -0.41089517155436 -0.413087054115727 -0.395043202507035 -0.411042265071497 -0.401860045572384 -0.40167586821314 -0.383258092949709 -0.399482688781686 -0.404997767745407 -0.404833931527907 -0.401486430813488 -0.389139584165204 -0.398270291474709 -0.404401506225087 -0.413104023951308 -0.399040192609593 -0.403857691692442 -0.403040088349128 -0.42858669132157 -0.430790202007558 -0.422057095136599 -0.414424737581628 -0.421784367026715 -0.4146858155775 -0.412324018102151 -0.417091880975233 -0.422028524821802 -0.397035092026308 -0.384963753527704 -0.380928584254709 -0.418247754767762 -0.401135036960727 -0.408214954593983 -0.407348110727035 -0.402336647318023 -0.416124565651366 -0.371000497802326 -0.376259193514535 -0.393391067227035 -0.421675958045058 -0.416272584450291 -0.414790089385465 -0.383885007244302 -0.4028545998 -0.425622094024012 -0.427948326734302 -0.413298818205523 -0.407759345593895 -0.409383619304128 -0.397403948538372 -0.39763553522311 -0.399743331546802 -0.406932032004302 -0.39412236058343 -0.390993182565706 -0.389703302402035 -0.383157772024651 -0.394264371411337 -0.411922663996483 -0.407872556137936 -0.3936920121 -0.380561768282558 -0.388447794041802 -0.392543517259593 -0.387900218653953 -0.382204814397849 -0.386494127359012 -0.383525405922297 -0.377608869918169 -0.394918037706308
"Subject 30 averages->" -0.422093036956345 -0.41931576187577 -0.431760653727676 -0.423397203387206 -0.41445267627342 -0.412304103536554 -0.427244007036136 -0.419816672806736 -0.415632046722976 -0.411443056582141 -0.410882942843107 -0.407887177218799 -0.416773547514491 -0.415603584515405 -0.416445858148486 -0.403721977787911 -0.411594953845692 -0.40278070596376 -0.414445989838172 -0.413640046229504 -0.407068802392428 -0.401956078571723 -0.410868979410183 -0.404499489392611 -0.401417778486684 -0.41145948859295 -0.41674757398718 -0.411428535241775 -0.400572123395713 -0.409545509292428 -0.413787932614099 -0.41159874501 -0.417854685785274 -0.418455360630287 -0.419295966957159 -0.417413573435222 -0.416762897302533 -0.417432134119791 -0.422831896764099 -0.421853789441854 -0.408754915757441 -0.411505258646997 -0.415577147291645 -0.425169659739198 -0.40680979634782 -0.410731673083185 -0.408337813421436 -0.410259699218799 -0.421725511992167 -0.422797729429817 -0.412771830462663 -0.402192963361619 -0.413620254908355 -0.410246281499347 -0.399300880065796 -0.401894872865535 -0.423009086732428 -0.426859781433081 -0.416523476958903 -0.415107308592454 -0.420909915474935 -0.422258233949373 -0.411740074924804 -0.418722338345326 -0.413478104938225 -0.409597206816449 -0.402033206437572 -0.416603683357702 -0.418706831005744 -0.414154887023212 -0.413287774574413 -0.431969599500653 -0.42099580171308 -0.421561294996527 -0.416506896146214 -0.40293291697765 -0.41519415769859 -0.41804427511799 -0.415413799713577 -0.40582594553423 -0.416048059360574 -0.403061809346475 -0.404587763979875 -0.411906569221201 -0.415800858971279 -0.405202184565013
"LAYING averages->" -0.555629585508056 -0.556763053426723 -0.55665292543285 -0.555170419676595 -0.552437709598493 -0.551090889212958 -0.557048053984156 -0.551147152825901 -0.552226057759954 -0.552269231950741 -0.558771447225494 -0.559212151261883 -0.559262489210375 -0.55679989060055 -0.559203083782471 -0.561363439934802 -0.551703949480159 -0.550204740214306 -0.553695537479372 -0.556221164261142 -0.553492327181831 -0.556603817025422 -0.554398391299156 -0.553301476472042 -0.553874740331816 -0.549621445111024 -0.554782984783029 -0.553269718285725 -0.547761119136862 -0.552578032293282 -0.556054253223956 -0.560311735927276 -0.556045014910926 -0.559545847506517 -0.556326589632623 -0.553244809822716 -0.560496011935164 -0.561325023323176 -0.556023781361801 -0.548623088734784 -0.552392674394316 -0.553231336275288 -0.555069334155437 -0.565137789487529 -0.560969679906183 -0.563244685037953 -0.560515590191312 -0.560442067813657 -0.558240426440947 -0.562168824368781 -0.555662459533009 -0.555736421527762 -0.557731031302783 -0.554329743963121 -0.548308818423411 -0.554435177721005 -0.554206477928981 -0.560369480730602 -0.549628742677172 -0.561497658853205 -0.558825135300764 -0.561744406583773 -0.561371461343622 -0.553899445798128 -0.55295624120874 -0.558955821698622 -0.560001686723932 -0.554151933021744 -0.548960165959373 -0.55378662948213 -0.550856621616651 -0.558035671364727 -0.558859744668241 -0.551599161505733 -0.550747161501853 -0.554647089728282 -0.557557213329444 -0.554309676830304 -0.551341316647022 -0.557937161492809 -0.551631794666543 -0.547631993244414 -0.546704870832506 -0.552055900638857 -0.553697342676775 -0.554019827381718
"SITTING averages->" -0.567921777591013 -0.555809889559429 -0.556601435448936 -0.559249309072819 -0.557264919611176 -0.557964476811649 -0.560080869487552 -0.559977589647986 -0.557640459973388 -0.560739101976607 -0.559318894317608 -0.563827671448324 -0.566287111051133 -0.563316919498255 -0.571053660081015 -0.566790508057823 -0.565172738174328 -0.561259822518858 -0.565993865405401 -0.566976326937812 -0.570071514714627 -0.565274989399398 -0.565171146480461 -0.567524489991497 -0.568654929634983 -0.573190588578259 -0.572853275792915 -0.564650077761579 -0.571613248185266 -0.568198087126404 -0.569057608496815 -0.567421826490428 -0.563040866046579 -0.556077089334975 -0.577706040149865 -0.574951272065312 -0.570833123207265 -0.566373039856624 -0.570134637792396 -0.57169316729614 -0.569444955394614 -0.571715857974159 -0.562846780883505 -0.560175533443471 -0.56099565122324 -0.559153428185879 -0.565250555808919 -0.562768248917952 -0.562283130123073 -0.56067535950193 -0.565312152360692 -0.560099674931649 -0.566081992049809 -0.576997167504704 -0.573081745889336 -0.557954637157096 -0.554241021928931 -0.55596267409528 -0.569527737258267 -0.556519001931384 -0.554466320195487 -0.553086021426648 -0.547755531034898 -0.549754923960388 -0.547133977892761 -0.54584374110885 -0.547865024715284 -0.56330024714667 -0.557886356330039 -0.562483590373478 -0.562170706951294 -0.559900529063782 -0.562119126012053 -0.564666327870203 -0.565175096723922 -0.561200020247704 -0.560998536956905 -0.565755232598948 -0.565891009192729 -0.557036926996978 -0.563248163867158 -0.560604326943516 -0.567128126509336 -0.562699893967569 -0.564758015843545 -0.558913167404834
"STANDING averages->" -0.571067833526873 -0.581133264756857 -0.577662464492387 -0.582755898949134 -0.579094606959732 -0.573540001948998 -0.574469383096118 -0.575176729722938 -0.57582747345096 -0.566721541751564 -0.576067184091107 -0.576830768149045 -0.56811617708181 -0.565589394367086 -0.575199437833557 -0.570639202737057 -0.570906105790273 -0.568947689595514 -0.56395783635149 -0.564829713962576 -0.565287350029066 -0.564290064392256 -0.560776073746931 -0.559136115622996 -0.556946393365425 -0.559285669448578 -0.56133271192159 -0.558544797632613 -0.564552639628893 -0.564871800705077 -0.563697864993704 -0.558418648686884 -0.562971770242959 -0.568729429372336 -0.565968826058538 -0.564076496903741 -0.568290181224056 -0.56941186544086 -0.568968520810346 -0.561369110728179 -0.567119164301297 -0.567886933730121 -0.572048163875241 -0.573078781918971 -0.566211291259446 -0.565620849401427 -0.573722470813741 -0.566625111303127 -0.567922187868235 -0.564470263535989 -0.57026996041211 -0.572631235091852 -0.563856953417251 -0.571271215226401 -0.571633780127958 -0.578522445857634 -0.585527192793169 -0.581563628673442 -0.577128812155268 -0.577861389033017 -0.576598879821035 -0.574174923493584 -0.581088450072807 -0.578531742747949 -0.569169563178767 -0.569629153878752 -0.562853212128379 -0.561098375403956 -0.562774495367681 -0.563234326769308 -0.562613232622241 -0.562306807531957 -0.563687200230544 -0.570044082730944 -0.572899104940613 -0.566933720296254 -0.567704868325919 -0.566265069482581 -0.56845161263713 -0.576063889663982 -0.572555225510315 -0.575716793979229 -0.574066052674381 -0.575913195305824 -0.579457874414176 -0.578933971484234
"WALKING averages->" -0.216094862309878 -0.223455274203797 -0.212828170456829 -0.224229816698576 -0.223399449675521 -0.225245968346442 -0.21655816008831 -0.215630127774594 -0.229028955397682 -0.230428788696423 -0.226186393166951 -0.225395689701976 -0.222951545535796 -0.215471900401742 -0.221715073338504 -0.223245455755633 -0.236109975373326 -0.230180630737613 -0.223334843383633 -0.222568504701928 -0.226145916256027 -0.223271509679552 -0.218771198751504 -0.214889314150412 -0.215527566282613 -0.216746471360013 -0.221963335328217 -0.221152834901379 -0.223258518210918 -0.225140798545331 -0.216661546819576 -0.21954871090324 -0.218637192500215 -0.216802598320555 -0.207969356574785 -0.217426878855639 -0.214894335087189 -0.214710478809837 -0.219615600557369 -0.215255208215256 -0.217663515716132 -0.221670044058751 -0.21992054107036 -0.216827461577168 -0.21553278013838 -0.215994892589071 -0.225349355710738 -0.219747216601667 -0.214542253665981 -0.214789295541835 -0.215937877553023 -0.218575406785052 -0.217687747856254 -0.211567939286552 -0.218755186749861 -0.222775673044675 -0.226855821587462 -0.223395738559019 -0.223605882713995 -0.21323272809338 -0.229084141213804 -0.227699730297359 -0.227462634444861 -0.232958498535685 -0.225528415240616 -0.222381810871429 -0.220510271300656 -0.220255989806609 -0.228009395995122 -0.225802799321397 -0.22173785201866 -0.224914996697096 -0.224338012712429 -0.225588554329048 -0.229423656599757 -0.219963837829779 -0.212792614373844 -0.219674599262811 -0.216700564220679 -0.210895011454605 -0.217987400393461 -0.219375558243159 -0.225891003832334 -0.227697512204808 -0.221574576988879 -0.223956324518664
"WALKING_DOWNSTAIRS averages->" -0.138047355729381 -0.140380520260597 -0.138831054724061 -0.133193177600932 -0.132189102214196 -0.133113122462112 -0.130777139914993 -0.141642490372333 -0.132897070773535 -0.135270632730462 -0.132100353498805 -0.132209852282454 -0.130779408937476 -0.136680634467328 -0.127438724140882 -0.125172614317169 -0.127026244387169 -0.133998030887617 -0.128390669982987 -0.129197668292116 -0.122288839751753 -0.131810737477528 -0.132748531764388 -0.134196543399234 -0.142650409695755 -0.13729123380399 -0.13916344858396 -0.146069122845021 -0.140989464459993 -0.137912651626336 -0.143254616173186 -0.154677427385249 -0.154480536736223 -0.142936007851472 -0.156756326863577 -0.15370603673165 -0.144265521740114 -0.145261160170562 -0.14824773507771 -0.143611400176913 -0.157011630979467 -0.144811420225256 -0.14252997221362 -0.149590436875119 -0.147258287753016 -0.154402387430585 -0.153442669010432 -0.151305398298634 -0.145087285178578 -0.143487147059964 -0.152534190604886 -0.149364477900057 -0.160117268666486 -0.148587822442447 -0.140823390889424 -0.143547621333386 -0.142756798218983 -0.14520847694394 -0.148891567812141 -0.14274782451245 -0.144559944448763 -0.143988611921536 -0.133912246150953 -0.144502917565948 -0.133604089765697 -0.132234072210206 -0.137596012740825 -0.145930477203995 -0.138700246452895 -0.137964086069203 -0.130103779357006 -0.121262377607504 -0.128697998745156 -0.14357996755894 -0.141301620932873 -0.131112774309908 -0.142682395659808 -0.140441040031907 -0.147444999544175 -0.145891425246949 -0.150504861874339 -0.153667934266415 -0.144690738996584 -0.146708024899836 -0.137046864160455 -0.144360162048144
"WALKING_UPSTAIRS averages->" -0.284739991994313 -0.266144241615091 -0.269810883144495 -0.272168496668996 -0.277300942231049 -0.274728299719566 -0.273393359221244 -0.271273151132746 -0.276890720394696 -0.271978758004009 -0.262982405763063 -0.267791886123582 -0.271039815778633 -0.281498096479223 -0.27529484304079 -0.285313666997863 -0.280103184067215 -0.282719796134715 -0.291723448315602 -0.27904830690987 -0.276883109090227 -0.269538823485583 -0.264949944028756 -0.26630153215992 -0.275772904280421 -0.278843922595382 -0.278254821331859 -0.268387885944029 -0.262603563495052 -0.269583969044598 -0.262573619218484 -0.263187772553756 -0.262233875861069 -0.276375268736028 -0.255656285549762 -0.2627032559916 -0.265518218729307 -0.263346642260369 -0.266145457739851 -0.267800000540952 -0.271836035656483 -0.270931704083646 -0.263795384034061 -0.274382301818128 -0.262427716350427 -0.270533248008049 -0.258421893040589 -0.255645603076587 -0.258257642107766 -0.26074124190693 -0.258126094456218 -0.265843899434262 -0.264498912347092 -0.267992043045466 -0.271556571650955 -0.268013266604981 -0.269065708473426 -0.269708583566146 -0.26369552381364 -0.26484988896853 -0.273512033356768 -0.271283962664903 -0.268342464970233 -0.260814256211088 -0.265483169408504 -0.276349703052053 -0.283442959373316 -0.285842195608484 -0.276499537918782 -0.275275852976628 -0.282538525550091 -0.282317165112166 -0.275296249714009 -0.278444893952293 -0.272046734976451 -0.26926998649351 -0.276747271645613 -0.27764456404614 -0.277907699180751 -0.256292514519301 -0.2627130698766 -0.259684824672707 -0.261525181818737 -0.258266199280829 -0.259985863977576 -0.260130146993465
